show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5379,TV Show,Title_5379,Director_1859,"Actor_4648, Actor_1434",United Kingdom,"October 21, 2020",2013,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United Kingdom.
s5380,Movie,Title_5380,Director_1210,"Actor_3699, Actor_253, Actor_1452, Actor_2426, Actor_524",India,"February 1, 2020",2008,TV-MA,132 min,Documentaries,A movie in the Documentaries genre from India.
s5381,Movie,Title_5381,Director_1319,"Actor_3796, Actor_3394, Actor_1172, Actor_4982, Actor_3868",United States,"December 15, 2018",2012,PG-13,137 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5382,Movie,Title_5382,Director_301,"Actor_3979, Actor_4544",United States,"December 15, 2021",2006,TV-G,116 min,Crime Movies,A movie in the Crime Movies genre from United States.
s5383,Movie,Title_5383,Director_1609,"Actor_456, Actor_3313",United States,"August 20, 2021",2010,PG-13,149 min,Comedies,A movie in the Comedies genre from United States.
s5384,Movie,Title_5384,Director_1945,"Actor_2467, Actor_2997, Actor_3622",Brazil,"September 16, 2020",2010,PG-13,168 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Brazil.
s5385,Movie,Title_5385,Director_179,"Actor_1763, Actor_2997",United States,"April 4, 2020",2019,PG-13,106 min,Documentaries,A movie in the Documentaries genre from United States.
s5386,Movie,Title_5386,Director_836,"Actor_2559, Actor_1839, Actor_983, Actor_1684",United States,"May 11, 2021",2021,PG-13,100 min,Crime Movies,A movie in the Crime Movies genre from United States.
s5387,Movie,Title_5387,Director_861,"Actor_1797, Actor_1930, Actor_1191",United States,"February 7, 2020",2017,TV-MA,155 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s5388,Movie,Title_5388,Director_791,"Actor_2437, Actor_275, Actor_3852, Actor_1092, Actor_2358",Japan,"September 10, 2023",2008,TV-MA,97 min,Crime Movies,A movie in the Crime Movies genre from Japan.
s5389,Movie,Title_5389,Director_1279,"Actor_839, Actor_3999, Actor_4956, Actor_182, Actor_4430",Argentina,"September 16, 2016",2004,TV-G,165 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Argentina.
s5390,Movie,Title_5390,Director_1427,"Actor_593, Actor_2941",Italy,"August 15, 2023",2013,PG-13,100 min,Thrillers,A movie in the Thrillers genre from Italy.
s5391,Movie,Title_5391,Director_1744,"Actor_1535, Actor_291, Actor_2489",Brazil,"July 3, 2015",2006,R,149 min,Action & Adventure,A movie in the Action & Adventure genre from Brazil.
s5392,Movie,Title_5392,Director_353,"Actor_4764, Actor_3739",United States,"April 13, 2018",2008,PG,159 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5393,Movie,Title_5393,Director_973,"Actor_3445, Actor_3175, Actor_738",United Kingdom,"April 1, 2022",2009,TV-G,70 min,Anime Features,A movie in the Anime Features genre from United Kingdom.
s5394,Movie,Title_5394,Director_1612,"Actor_4295, Actor_551, Actor_3120, Actor_1419, Actor_3287",Italy,"October 14, 2022",2021,TV-14,118 min,Anime Features,A movie in the Anime Features genre from Italy.
s5395,Movie,Title_5395,Director_1413,"Actor_4757, Actor_4039, Actor_337, Actor_446",United States,"July 22, 2017",2007,TV-MA,94 min,Horror Movies,A movie in the Horror Movies genre from United States.
s5396,TV Show,Title_5396,Director_1368,"Actor_698, Actor_2903, Actor_1011",India,"August 3, 2023",2012,TV-Y,7 Seasons,Kids' TV,A tv show in the Kids' TV genre from India.
s5397,Movie,Title_5397,Director_826,"Actor_3758, Actor_1794, Actor_896",Australia,"October 27, 2021",2006,TV-14,173 min,Anime Features,A movie in the Anime Features genre from Australia.
s5398,Movie,Title_5398,Director_531,"Actor_3534, Actor_4000, Actor_4257",Italy,"September 27, 2019",2008,R,166 min,Romantic Movies,A movie in the Romantic Movies genre from Italy.
s5399,Movie,Title_5399,Director_615,"Actor_926, Actor_1049, Actor_142, Actor_3341",India,"January 11, 2020",2013,TV-MA,117 min,Crime Movies,A movie in the Crime Movies genre from India.
s5400,Movie,Title_5400,Director_218,"Actor_2181, Actor_4115, Actor_3738, Actor_3966",United States,"August 1, 2022",2014,TV-14,125 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5401,Movie,Title_5401,Director_1635,"Actor_1191, Actor_2929",United States,"August 18, 2021",2010,PG-13,127 min,Crime Movies,A movie in the Crime Movies genre from United States.
s5402,TV Show,Title_5402,Director_1818,"Actor_3439, Actor_4109, Actor_3446",South Korea,"October 16, 2021",2008,TV-MA,3 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from South Korea.
s5403,TV Show,Title_5403,Director_801,"Actor_57, Actor_4815",Thailand,"December 26, 2017",2006,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from Thailand.
s5404,Movie,Title_5404,Director_774,"Actor_1566, Actor_4972, Actor_4644, Actor_4592",Brazil,"August 11, 2021",2021,TV-14,127 min,Comedies,A movie in the Comedies genre from Brazil.
s5405,Movie,Title_5405,Director_322,"Actor_2516, Actor_1327, Actor_3569, Actor_3401, Actor_3688",Spain,"April 26, 2021",2020,NR,114 min,Documentaries,A movie in the Documentaries genre from Spain.
s5406,Movie,Title_5406,Director_281,"Actor_2194, Actor_1961, Actor_2316, Actor_307, Actor_3750",India,"June 22, 2023",2014,TV-MA,93 min,Documentaries,A movie in the Documentaries genre from India.
s5407,Movie,Title_5407,Director_532,"Actor_4330, Actor_2520, Actor_4275, Actor_3558, Actor_231",United States,"July 14, 2020",2020,TV-14,155 min,Crime Movies,A movie in the Crime Movies genre from United States.
s5408,Movie,Title_5408,Director_806,"Actor_1258, Actor_4064",Japan,"July 13, 2018",2003,R,75 min,Children & Family Movies,A movie in the Children & Family Movies genre from Japan.
s5409,TV Show,Title_5409,Director_1231,"Actor_624, Actor_2134",United States,"July 1, 2023",2019,TV-MA,1 Season,TV Comedies,A tv show in the TV Comedies genre from United States.
s5410,Movie,Title_5410,Director_1773,"Actor_11, Actor_1672, Actor_3271, Actor_1782",Italy,"November 11, 2017",2015,TV-MA,130 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Italy.
s5411,Movie,Title_5411,Director_1719,"Actor_1717, Actor_1262, Actor_1515, Actor_3436",Canada,"June 24, 2020",2005,R,89 min,Action & Adventure,A movie in the Action & Adventure genre from Canada.
s5412,Movie,Title_5412,Director_114,"Actor_4233, Actor_1677, Actor_3703, Actor_2752, Actor_4875",United States,"May 28, 2022",2012,R,95 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5413,Movie,Title_5413,Director_1540,"Actor_3859, Actor_534",Germany,"March 7, 2020",2006,TV-14,127 min,Thrillers,A movie in the Thrillers genre from Germany.
s5414,TV Show,Title_5414,Director_764,"Actor_4057, Actor_2607, Actor_1075, Actor_2351, Actor_186",United States,"May 4, 2016",2015,TV-14,1 Season,Anime Series,A tv show in the Anime Series genre from United States.
s5415,Movie,Title_5415,Director_1317,"Actor_139, Actor_3718, Actor_2720, Actor_4030",Japan,"November 27, 2022",2017,R,94 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Japan.
s5416,TV Show,Title_5416,Director_1137,"Actor_4671, Actor_3230",India,"February 10, 2019",2009,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from India.
s5417,Movie,Title_5417,Director_750,"Actor_2649, Actor_650, Actor_4840, Actor_612",United States,"April 13, 2022",2016,PG,151 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5418,Movie,Title_5418,Director_1396,"Actor_3457, Actor_4039, Actor_4886, Actor_1285",Mexico,"March 14, 2018",2007,TV-MA,141 min,Romantic Movies,A movie in the Romantic Movies genre from Mexico.
s5419,Movie,Title_5419,Director_1113,"Actor_2475, Actor_4284",India,"August 26, 2022",2010,TV-MA,89 min,Romantic Movies,A movie in the Romantic Movies genre from India.
s5420,TV Show,Title_5420,Director_835,"Actor_955, Actor_631, Actor_4773",Canada,"February 10, 2020",2017,TV-14,3 Seasons,International TV Shows,A tv show in the International TV Shows genre from Canada.
s5421,Movie,Title_5421,Director_350,"Actor_4164, Actor_3879, Actor_3512",United States,"May 3, 2021",2021,R,119 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5422,Movie,Title_5422,Director_793,"Actor_522, Actor_1864, Actor_4938, Actor_425",India,"February 18, 2019",2019,PG-13,94 min,Dramas,A movie in the Dramas genre from India.
s5423,Movie,Title_5423,Director_1067,"Actor_2601, Actor_2684, Actor_3946",United States,"December 24, 2023",2012,PG-13,124 min,Dramas,A movie in the Dramas genre from United States.
s5424,Movie,Title_5424,Director_1489,"Actor_524, Actor_1234, Actor_2749",United States,"October 3, 2021",2008,TV-MA,64 min,Thrillers,A movie in the Thrillers genre from United States.
s5425,Movie,Title_5425,Director_276,"Actor_978, Actor_1349, Actor_3474, Actor_3396",Nigeria,"April 21, 2018",2013,PG-13,102 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Nigeria.
s5426,Movie,Title_5426,Director_1602,"Actor_29, Actor_1248",India,"July 14, 2016",2011,TV-MA,144 min,Crime Movies,A movie in the Crime Movies genre from India.
s5427,Movie,Title_5427,Director_1304,"Actor_237, Actor_737, Actor_2939",India,"December 4, 2017",2004,R,98 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s5428,TV Show,Title_5428,Director_1627,"Actor_1240, Actor_3799, Actor_3654, Actor_747",United States,"June 28, 2022",2017,TV-G,4 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s5429,Movie,Title_5429,Director_1068,"Actor_3329, Actor_2378, Actor_3538, Actor_4154, Actor_4186",France,"March 28, 2019",2015,TV-MA,66 min,Thrillers,A movie in the Thrillers genre from France.
s5430,Movie,Title_5430,Director_57,"Actor_896, Actor_4112, Actor_3023, Actor_2403",United States,"March 13, 2019",2014,TV-MA,147 min,Anime Features,A movie in the Anime Features genre from United States.
s5431,TV Show,Title_5431,Director_217,"Actor_1372, Actor_1712, Actor_637",Brazil,"September 4, 2018",2007,TV-MA,1 Season,Docuseries,A tv show in the Docuseries genre from Brazil.
s5432,Movie,Title_5432,Director_68,"Actor_4984, Actor_2602, Actor_3012",United States,"July 17, 2023",2021,PG-13,111 min,Thrillers,A movie in the Thrillers genre from United States.
s5433,Movie,Title_5433,Director_1657,"Actor_3375, Actor_2840, Actor_4007",United States,"June 27, 2021",2020,R,132 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s5434,Movie,Title_5434,Director_1963,"Actor_1197, Actor_267, Actor_4434",United States,"May 28, 2020",2014,R,77 min,Dramas,A movie in the Dramas genre from United States.
s5435,Movie,Title_5435,Director_1405,"Actor_4632, Actor_2675, Actor_3553",United States,"March 20, 2021",2019,TV-MA,65 min,Crime Movies,A movie in the Crime Movies genre from United States.
s5436,Movie,Title_5436,Director_1016,"Actor_4685, Actor_1216, Actor_1017, Actor_1231",United States,"January 7, 2022",2007,R,101 min,Documentaries,A movie in the Documentaries genre from United States.
s5437,TV Show,Title_5437,Director_1421,"Actor_3824, Actor_2687, Actor_3664, Actor_764, Actor_2965",United States,"January 2, 2020",2017,TV-14,2 Seasons,TV Comedies,A tv show in the TV Comedies genre from United States.
s5438,Movie,Title_5438,Director_633,"Actor_516, Actor_2311, Actor_2763, Actor_3741, Actor_4180",United States,"August 14, 2018",2012,R,148 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s5439,Movie,Title_5439,Director_246,"Actor_4805, Actor_2564",Italy,"October 11, 2022",2007,PG-13,149 min,Children & Family Movies,A movie in the Children & Family Movies genre from Italy.
s5440,Movie,Title_5440,Director_263,"Actor_3325, Actor_1098, Actor_2787, Actor_797, Actor_449",South Korea,"April 27, 2019",2004,TV-14,67 min,Anime Features,A movie in the Anime Features genre from South Korea.
s5441,Movie,Title_5441,Director_465,"Actor_1329, Actor_2264",United States,"January 8, 2016",2015,R,91 min,Comedies,A movie in the Comedies genre from United States.
s5442,Movie,Title_5442,Director_1137,"Actor_44, Actor_3481, Actor_2407, Actor_736, Actor_464",India,"September 21, 2021",2019,TV-G,113 min,Horror Movies,A movie in the Horror Movies genre from India.
s5443,Movie,Title_5443,Director_1344,"Actor_4615, Actor_3555, Actor_4059",India,"January 16, 2021",2008,NR,139 min,Dramas,A movie in the Dramas genre from India.
s5444,Movie,Title_5444,Director_1294,"Actor_295, Actor_1661, Actor_2116, Actor_1664, Actor_2320",United States,"June 28, 2019",2007,TV-MA,127 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5445,TV Show,Title_5445,Director_1337,"Actor_4034, Actor_335, Actor_2741, Actor_4375",Nigeria,"January 8, 2017",2003,TV-MA,4 Seasons,TV Comedies,A tv show in the TV Comedies genre from Nigeria.
s5446,Movie,Title_5446,Director_501,"Actor_2330, Actor_4020, Actor_3071, Actor_483, Actor_3520",United States,"October 9, 2021",2015,TV-MA,179 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5447,TV Show,Title_5447,Director_1478,"Actor_3079, Actor_4771, Actor_1905",United States,"September 13, 2018",2008,TV-Y7,6 Seasons,Docuseries,A tv show in the Docuseries genre from United States.
s5448,Movie,Title_5448,Director_551,"Actor_3272, Actor_2898",United States,"June 14, 2022",2011,TV-MA,68 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5449,Movie,Title_5449,Director_605,"Actor_3311, Actor_4670",United States,"January 12, 2018",2010,G,97 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5450,Movie,Title_5450,Director_695,"Actor_2020, Actor_2030, Actor_303, Actor_512, Actor_4762",India,"August 5, 2018",2008,TV-MA,125 min,Children & Family Movies,A movie in the Children & Family Movies genre from India.
s5451,Movie,Title_5451,Director_971,"Actor_3012, Actor_2884",Argentina,"February 16, 2018",2005,TV-MA,147 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Argentina.
s5452,Movie,Title_5452,Director_1609,"Actor_854, Actor_2804",Spain,"May 6, 2019",2019,R,122 min,Documentaries,A movie in the Documentaries genre from Spain.
s5453,Movie,Title_5453,Director_1232,"Actor_3440, Actor_59, Actor_4734",United States,"July 24, 2022",2012,TV-14,161 min,Comedies,A movie in the Comedies genre from United States.
s5454,Movie,Title_5454,Director_477,"Actor_193, Actor_1971",South Korea,"June 4, 2022",2018,TV-MA,84 min,Horror Movies,A movie in the Horror Movies genre from South Korea.
s5455,TV Show,Title_5455,Director_1219,"Actor_823, Actor_1153, Actor_1846, Actor_79",Japan,"April 11, 2020",2018,TV-14,3 Seasons,TV Comedies,A tv show in the TV Comedies genre from Japan.
s5456,Movie,Title_5456,Director_954,"Actor_296, Actor_4977, Actor_3240, Actor_2078, Actor_1275",Canada,"June 8, 2021",2015,PG,108 min,Horror Movies,A movie in the Horror Movies genre from Canada.
s5457,Movie,Title_5457,Director_1953,"Actor_897, Actor_1265, Actor_522",United States,"July 1, 2022",2009,R,125 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s5458,TV Show,Title_5458,Director_639,"Actor_2260, Actor_465, Actor_2006, Actor_1131",Australia,"September 3, 2018",2009,NR,1 Season,TV Comedies,A tv show in the TV Comedies genre from Australia.
s5459,TV Show,Title_5459,Director_1164,"Actor_1118, Actor_4091, Actor_607",India,"June 12, 2019",2008,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from India.
s5460,TV Show,Title_5460,Director_602,"Actor_1341, Actor_4983, Actor_3989, Actor_4164, Actor_1550",Japan,"November 4, 2019",2006,TV-Y,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from Japan.
s5461,Movie,Title_5461,Director_1172,"Actor_3556, Actor_3555",United States,"March 25, 2019",2007,R,96 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5462,Movie,Title_5462,Director_1142,"Actor_3465, Actor_4441, Actor_3679",Argentina,"December 19, 2015",2000,PG,149 min,Dramas,A movie in the Dramas genre from Argentina.
s5463,Movie,Title_5463,Director_542,"Actor_2319, Actor_2122, Actor_342, Actor_509, Actor_495",United States,"September 28, 2023",2010,R,69 min,Comedies,A movie in the Comedies genre from United States.
s5464,Movie,Title_5464,Director_1460,"Actor_2451, Actor_4777, Actor_1522, Actor_1816, Actor_1275",United States,"March 6, 2021",2011,PG-13,91 min,Thrillers,A movie in the Thrillers genre from United States.
s5465,TV Show,Title_5465,Director_1032,"Actor_2496, Actor_3944, Actor_3477",India,"January 8, 2021",2017,TV-MA,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from India.
s5466,TV Show,Title_5466,Director_654,"Actor_3875, Actor_3895, Actor_2425",France,"March 28, 2018",2009,TV-Y,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from France.
s5467,Movie,Title_5467,Director_1124,"Actor_1977, Actor_2818, Actor_999, Actor_2349",Australia,"July 10, 2021",2008,TV-MA,112 min,Action & Adventure,A movie in the Action & Adventure genre from Australia.
s5468,TV Show,Title_5468,Director_1031,"Actor_2909, Actor_2866, Actor_4436, Actor_4098",United States,"June 8, 2020",2015,TV-PG,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5469,Movie,Title_5469,Director_967,"Actor_2065, Actor_2241, Actor_4729, Actor_2863, Actor_4546",United States,"April 9, 2022",2008,PG-13,153 min,Anime Features,A movie in the Anime Features genre from United States.
s5470,Movie,Title_5470,Director_1769,"Actor_1828, Actor_448",United States,"February 25, 2022",2010,TV-14,157 min,Documentaries,A movie in the Documentaries genre from United States.
s5471,Movie,Title_5471,Director_1752,"Actor_830, Actor_3707, Actor_3438, Actor_1142, Actor_2921",Italy,"March 4, 2021",2008,PG,78 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Italy.
s5472,Movie,Title_5472,Director_1307,"Actor_1790, Actor_772, Actor_1176",United States,"March 26, 2021",2006,R,167 min,Anime Features,A movie in the Anime Features genre from United States.
s5473,Movie,Title_5473,Director_1850,"Actor_2322, Actor_4477, Actor_4495, Actor_4411, Actor_3926",India,"January 2, 2021",2009,TV-G,78 min,Children & Family Movies,A movie in the Children & Family Movies genre from India.
s5474,Movie,Title_5474,Director_1902,"Actor_470, Actor_4439",United States,"April 28, 2019",2012,R,126 min,Dramas,A movie in the Dramas genre from United States.
s5475,Movie,Title_5475,Director_428,"Actor_3097, Actor_1276, Actor_1197",United States,"June 28, 2023",2010,R,126 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5476,Movie,Title_5476,Director_548,"Actor_3531, Actor_2947, Actor_4613, Actor_1176",United States,"October 12, 2020",2018,TV-G,86 min,Documentaries,A movie in the Documentaries genre from United States.
s5477,TV Show,Title_5477,Director_755,"Actor_4925, Actor_718, Actor_3349, Actor_1514, Actor_467",United States,"April 5, 2019",2018,TV-MA,2 Seasons,Anime Series,A tv show in the Anime Series genre from United States.
s5478,Movie,Title_5478,Director_82,"Actor_3424, Actor_1199, Actor_3704, Actor_1093, Actor_2786",India,"April 5, 2017",2007,TV-MA,137 min,Horror Movies,A movie in the Horror Movies genre from India.
s5479,Movie,Title_5479,Director_1127,"Actor_375, Actor_3897, Actor_2993, Actor_4251",Nigeria,"January 28, 2018",2004,R,68 min,Dramas,A movie in the Dramas genre from Nigeria.
s5480,TV Show,Title_5480,Director_459,"Actor_4055, Actor_4211",India,"October 20, 2021",2016,TV-MA,2 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from India.
s5481,Movie,Title_5481,Director_109,"Actor_1908, Actor_4425, Actor_3244, Actor_3928",United States,"April 9, 2021",2021,R,165 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s5482,TV Show,Title_5482,Director_389,"Actor_4634, Actor_3317, Actor_3896, Actor_1160, Actor_4551",Spain,"November 27, 2021",2021,TV-14,5 Seasons,Docuseries,A tv show in the Docuseries genre from Spain.
s5483,TV Show,Title_5483,Director_1519,"Actor_271, Actor_723, Actor_1527, Actor_1583",Philippines,"November 13, 2017",2010,TV-MA,1 Season,International TV Shows,A tv show in the International TV Shows genre from Philippines.
s5484,Movie,Title_5484,Director_945,"Actor_4442, Actor_1804",United States,"October 24, 2018",2011,PG-13,82 min,Horror Movies,A movie in the Horror Movies genre from United States.
s5485,Movie,Title_5485,Director_812,"Actor_2531, Actor_600, Actor_2222, Actor_4414",United States,"November 8, 2018",2014,R,108 min,Dramas,A movie in the Dramas genre from United States.
s5486,Movie,Title_5486,Director_1500,"Actor_995, Actor_4107, Actor_4393, Actor_1864",Others,"June 19, 2023",2017,TV-14,116 min,Horror Movies,A movie in the Horror Movies genre from Others.
s5487,TV Show,Title_5487,Director_396,"Actor_162, Actor_3596, Actor_4903",United States,"October 25, 2021",2007,TV-PG,1 Season,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s5488,TV Show,Title_5488,Director_727,"Actor_2750, Actor_1886, Actor_4922",United States,"June 27, 2022",2022,TV-MA,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5489,Movie,Title_5489,Director_1846,"Actor_1577, Actor_417",United States,"June 1, 2019",2008,TV-MA,180 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5490,Movie,Title_5490,Director_1357,"Actor_3854, Actor_4247, Actor_3883",United Kingdom,"July 2, 2023",2023,PG-13,119 min,Anime Features,A movie in the Anime Features genre from United Kingdom.
s5491,TV Show,Title_5491,Director_1792,"Actor_3312, Actor_1706, Actor_326",United States,"November 11, 2022",2010,TV-Y,1 Season,Kids' TV,A tv show in the Kids' TV genre from United States.
s5492,TV Show,Title_5492,Director_459,"Actor_185, Actor_2392, Actor_4128, Actor_4350, Actor_4266",United States,"August 9, 2020",2018,TV-MA,4 Seasons,TV Comedies,A tv show in the TV Comedies genre from United States.
s5493,Movie,Title_5493,Director_1867,"Actor_53, Actor_3551, Actor_326, Actor_4837",United States,"August 24, 2020",2008,R,154 min,Documentaries,A movie in the Documentaries genre from United States.
s5494,TV Show,Title_5494,Director_799,"Actor_590, Actor_1905, Actor_691, Actor_4796",United States,"November 22, 2022",2007,TV-Y,1 Season,Reality TV,A tv show in the Reality TV genre from United States.
s5495,TV Show,Title_5495,Director_801,"Actor_1674, Actor_4413, Actor_3093, Actor_2429, Actor_3186",United States,"August 9, 2023",2008,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5496,Movie,Title_5496,Director_936,"Actor_1003, Actor_3860, Actor_3478, Actor_2666",Others,"March 15, 2020",2008,TV-MA,155 min,Comedies,A movie in the Comedies genre from Others.
s5497,Movie,Title_5497,Director_134,"Actor_1188, Actor_3954, Actor_282, Actor_2407, Actor_826",Others,"April 20, 2021",2010,G,174 min,Children & Family Movies,A movie in the Children & Family Movies genre from Others.
s5498,TV Show,Title_5498,Director_486,"Actor_4358, Actor_1939, Actor_901",United States,"March 8, 2022",2020,TV-MA,6 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s5499,Movie,Title_5499,Director_1393,"Actor_4025, Actor_484, Actor_4790, Actor_2083",United States,"March 27, 2016",2015,TV-MA,66 min,Horror Movies,A movie in the Horror Movies genre from United States.
s5500,TV Show,Title_5500,Director_752,"Actor_4911, Actor_284, Actor_66",United States,"May 11, 2018",2018,NR,7 Seasons,TV Comedies,A tv show in the TV Comedies genre from United States.
s5501,TV Show,Title_5501,Director_1773,"Actor_4535, Actor_1610",United States,"August 21, 2016",2012,TV-14,1 Season,Anime Series,A tv show in the Anime Series genre from United States.
s5502,Movie,Title_5502,Director_1926,"Actor_443, Actor_4069, Actor_4136",South Korea,"December 1, 2018",2010,TV-MA,144 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from South Korea.
s5503,TV Show,Title_5503,Director_1243,"Actor_3300, Actor_828, Actor_1201, Actor_2892",Others,"March 24, 2021",2014,TV-14,1 Season,Kids' TV,A tv show in the Kids' TV genre from Others.
s5504,Movie,Title_5504,Director_387,"Actor_962, Actor_3455, Actor_238",France,"December 6, 2021",2009,PG-13,128 min,Horror Movies,A movie in the Horror Movies genre from France.
s5505,TV Show,Title_5505,Director_1830,"Actor_716, Actor_2392",Indonesia,"July 8, 2021",2017,TV-MA,3 Seasons,Kids' TV,A tv show in the Kids' TV genre from Indonesia.
s5506,TV Show,Title_5506,Director_329,"Actor_3382, Actor_591, Actor_3824, Actor_4005, Actor_4472",United States,"May 2, 2023",2008,TV-PG,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s5507,Movie,Title_5507,Director_449,"Actor_3057, Actor_2102, Actor_1127, Actor_1196",United States,"April 5, 2020",2012,PG,179 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5508,Movie,Title_5508,Director_1059,"Actor_3181, Actor_1456",Germany,"November 16, 2017",2017,TV-MA,144 min,Crime Movies,A movie in the Crime Movies genre from Germany.
s5509,Movie,Title_5509,Director_694,"Actor_177, Actor_3914, Actor_3475, Actor_1236, Actor_554",Italy,"November 14, 2020",2016,TV-14,80 min,Comedies,A movie in the Comedies genre from Italy.
s5510,Movie,Title_5510,Director_285,"Actor_2325, Actor_1535",Canada,"January 22, 2018",2013,PG,112 min,Thrillers,A movie in the Thrillers genre from Canada.
s5511,Movie,Title_5511,Director_1532,"Actor_2320, Actor_2635, Actor_2765, Actor_4124, Actor_1526",United States,"February 2, 2017",2010,R,75 min,Dramas,A movie in the Dramas genre from United States.
s5512,Movie,Title_5512,Director_736,"Actor_3075, Actor_794",United States,"May 9, 2021",2010,PG-13,92 min,Dramas,A movie in the Dramas genre from United States.
s5513,Movie,Title_5513,Director_312,"Actor_4191, Actor_3859, Actor_4982",South Korea,"January 20, 2019",2018,TV-14,102 min,Thrillers,A movie in the Thrillers genre from South Korea.
s5514,Movie,Title_5514,Director_1507,"Actor_3118, Actor_3614, Actor_3601",Argentina,"March 25, 2023",2015,PG,162 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Argentina.
s5515,Movie,Title_5515,Director_726,"Actor_4066, Actor_492",Others,"May 5, 2022",2013,PG-13,132 min,Dramas,A movie in the Dramas genre from Others.
s5516,Movie,Title_5516,Director_248,"Actor_3065, Actor_2869, Actor_1104, Actor_2164",United States,"November 6, 2020",2007,TV-14,100 min,Documentaries,A movie in the Documentaries genre from United States.
s5517,TV Show,Title_5517,Director_27,"Actor_3312, Actor_752",United Kingdom,"February 7, 2022",2022,TV-14,4 Seasons,TV Comedies,A tv show in the TV Comedies genre from United Kingdom.
s5518,TV Show,Title_5518,Director_372,"Actor_1070, Actor_3155",United Kingdom,"February 23, 2023",2010,TV-Y,1 Season,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United Kingdom.
s5519,Movie,Title_5519,Director_100,"Actor_4682, Actor_3194, Actor_3864",United States,"December 4, 2021",2019,PG-13,149 min,Dramas,A movie in the Dramas genre from United States.
s5520,Movie,Title_5520,Director_1171,"Actor_859, Actor_3570, Actor_1908",United States,"April 10, 2020",2005,PG,136 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5521,Movie,Title_5521,Director_905,"Actor_4721, Actor_242, Actor_4439, Actor_2799",Mexico,"June 12, 2022",2014,NR,149 min,Anime Features,A movie in the Anime Features genre from Mexico.
s5522,Movie,Title_5522,Director_685,"Actor_2391, Actor_4274, Actor_4713, Actor_3083, Actor_2071",India,"February 11, 2017",2016,NR,122 min,Thrillers,A movie in the Thrillers genre from India.
s5523,TV Show,Title_5523,Director_1659,"Actor_2665, Actor_4367",United States,"April 4, 2020",2017,TV-MA,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
